timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1592130170204,45,/Home.aspx-4-1,200,OK,Thread Group 1-2,text,true,,41403,372,3,3,http://10.10.1.103/Default.aspx,44,0,0
1592130170214,39,/Home.aspx-22,200,OK,Thread Group 1-1,text,true,,535,9542,3,3,http://10.10.1.103/Home.aspx,39,0,0
1592130170254,16,/Home.aspx-23,200,OK,Thread Group 1-1,text,true,,535,9542,3,3,http://10.10.1.103/Home.aspx,16,0,0
1592130170270,12,/Home.aspx-24,200,OK,Thread Group 1-1,text,true,,535,9542,3,3,http://10.10.1.103/Home.aspx,12,0,0
1592130170228,95,/-1,200,OK,Thread Group 1-3,text,true,,41400,330,3,3,http://10.10.1.103/,94,0,0
1592130170250,85,/Home.aspx-6,200,OK,Thread Group 1-2,text,true,,41855,9833,3,3,http://10.10.1.103/Default.aspx,14,0,0
1592130170250,14,/Home.aspx-6-0,302,Found,Thread Group 1-2,text,true,,452,9375,3,3,http://10.10.1.103/Home.aspx,14,0,0
1592130170264,71,/Home.aspx-6-1,200,OK,Thread Group 1-2,text,true,,41403,458,3,3,http://10.10.1.103/Default.aspx,70,0,0
1592130170283,72,/Home.aspx-25,200,OK,Thread Group 1-1,text,true,,41855,9922,3,3,http://10.10.1.103/Default.aspx,12,0,0
1592130170283,12,/Home.aspx-25-0,302,Found,Thread Group 1-1,text,true,,452,9464,3,3,http://10.10.1.103/Home.aspx,12,0,0
1592130170296,59,/Home.aspx-25-1,200,OK,Thread Group 1-1,text,true,,41403,458,3,3,http://10.10.1.103/Default.aspx,58,0,0
1592130170335,27,/IPD/ManagerOperation_DashBoard.aspx-7,500,Internal Server Error,Thread Group 1-2,text,false,,4952,404,3,3,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,27,0,0
1592130170355,20,/Report/Report_Selection_Page.aspx-26,500,Internal Server Error,Thread Group 1-1,text,false,,4974,402,3,3,http://10.10.1.103/Report/Report_Selection_Page.aspx,20,0,0
1592130170375,9,/css/datepicker.css-27,200,OK,Thread Group 1-1,text,true,,1524,325,3,3,http://10.10.1.103/css/datepicker.css,9,0,0
1592130170363,24,/Home.aspx-8,200,OK,Thread Group 1-2,text,true,,535,9512,3,3,http://10.10.1.103/Home.aspx,24,0,0
1592130170385,5,/js/bootstrap-datepicker.js-28,200,OK,Thread Group 1-1,text,true,,5215,318,3,3,http://10.10.1.103/js/bootstrap-datepicker.js,5,0,0
1592130170324,79,/-2,200,OK,Thread Group 1-3,text,true,,41470,81730,3,3,http://10.10.1.103/,78,0,0
1592130170391,17,/Home.aspx-29,200,OK,Thread Group 1-1,text,true,,535,9588,3,3,http://10.10.1.103/Home.aspx,17,0,0
1592130170387,21,/Home.aspx-9,200,OK,Thread Group 1-2,text,true,,535,9542,3,3,http://10.10.1.103/Home.aspx,21,0,0
1592130170409,12,/Home.aspx-30,200,OK,Thread Group 1-1,text,true,,535,9588,3,3,http://10.10.1.103/Home.aspx,12,0,0
1592130170409,12,/Home.aspx-10,200,OK,Thread Group 1-2,text,true,,535,9542,3,3,http://10.10.1.103/Home.aspx,12,0,0
1592130170422,11,/Home.aspx-31,200,OK,Thread Group 1-1,text,true,,535,9588,3,3,http://10.10.1.103/Home.aspx,11,0,0
1592130170422,11,/Home.aspx-11,200,OK,Thread Group 1-2,text,true,,535,9542,3,3,http://10.10.1.103/Home.aspx,11,0,0
1592130170434,11,/Home.aspx-32,200,OK,Thread Group 1-1,text,true,,535,9588,3,3,http://10.10.1.103/Home.aspx,11,0,0
1592130170434,11,/Home.aspx-12,200,OK,Thread Group 1-2,text,true,,535,9542,3,3,http://10.10.1.103/Home.aspx,11,0,0
1592130170446,12,/Home.aspx-13,200,OK,Thread Group 1-2,text,true,,535,9542,4,4,http://10.10.1.103/Home.aspx,12,0,0
1592130170446,12,/Home.aspx-33,200,OK,Thread Group 1-1,text,true,,535,9588,4,4,http://10.10.1.103/Home.aspx,12,0,0
1592130170404,62,/success.txt-3,200,OK,Thread Group 1-3,text,true,,408,296,4,4,http://detectportal.firefox.com/success.txt,62,0,31
1592130170458,15,/Home.aspx-34,200,OK,Thread Group 1-1,text,true,,535,9588,4,4,http://10.10.1.103/Home.aspx,15,0,0
1592130170458,22,/Home.aspx-14,200,OK,Thread Group 1-2,text,true,,535,9542,4,4,http://10.10.1.103/Home.aspx,22,0,0
1592130170473,13,/Home.aspx-35,200,OK,Thread Group 1-1,text,true,,535,9588,4,4,http://10.10.1.103/Home.aspx,13,0,0
1592130170481,15,/Home.aspx-15,200,OK,Thread Group 1-2,text,true,,535,9542,4,4,http://10.10.1.103/Home.aspx,15,0,0
1592130170467,31,/success.txt-5,200,OK,Thread Group 1-3,text,true,,408,301,4,4,http://detectportal.firefox.com/success.txt?ipv4,31,0,0
1592130170487,20,/Home.aspx-36,200,OK,Thread Group 1-1,text,true,,535,9588,4,4,http://10.10.1.103/Home.aspx,19,0,0
1592130170496,22,/Home.aspx-16,200,OK,Thread Group 1-2,text,true,,535,9542,4,4,http://10.10.1.103/Home.aspx,22,0,0
1592130170507,18,/Home.aspx-37,200,OK,Thread Group 1-1,text,true,,535,9588,4,4,http://10.10.1.103/Home.aspx,18,0,0
1592130170523,8,/Home.aspx-17,200,OK,Thread Group 1-2,text,true,,535,9542,4,4,http://10.10.1.103/Home.aspx,8,0,0
1592130170525,17,/Home.aspx-38,200,OK,Thread Group 1-1,text,true,,535,9588,4,4,http://10.10.1.103/Home.aspx,17,0,0
1592130170532,17,/Home.aspx-18,200,OK,Thread Group 1-2,text,true,,535,9542,4,4,http://10.10.1.103/Home.aspx,17,0,0
1592130170542,14,/Home.aspx-39,200,OK,Thread Group 1-1,text,true,,535,9588,4,4,http://10.10.1.103/Home.aspx,14,0,0
1592130170550,20,/Home.aspx-19,200,OK,Thread Group 1-2,text,true,,535,9542,4,4,http://10.10.1.103/Home.aspx,20,0,0
1592130170455,128,/-1,200,OK,Thread Group 1-4,text,true,,41400,330,4,4,http://10.10.1.103/,127,0,0
1592130170571,19,/Home.aspx-20,200,OK,Thread Group 1-2,text,true,,535,9542,4,4,http://10.10.1.103/Home.aspx,19,0,0
1592130170498,118,/Home.aspx-4,200,OK,Thread Group 1-3,text,true,,41855,741,4,4,http://10.10.1.103/Default.aspx,14,0,0
1592130170498,14,/Home.aspx-4-0,302,Found,Thread Group 1-3,text,true,,452,369,4,4,http://10.10.1.103/Home.aspx,14,0,0
1592130170512,104,/Home.aspx-4-1,200,OK,Thread Group 1-3,text,true,,41403,372,4,4,http://10.10.1.103/Default.aspx,103,0,0
1592130170591,34,/Home.aspx-21,200,OK,Thread Group 1-2,text,true,,535,9542,4,4,http://10.10.1.103/Home.aspx,34,0,0
1592130170625,24,/Home.aspx-22,200,OK,Thread Group 1-2,text,true,,535,9542,4,4,http://10.10.1.103/Home.aspx,24,0,0
1592130170584,87,/-2,200,OK,Thread Group 1-4,text,true,,41470,81730,4,4,http://10.10.1.103/,86,0,0
1592130170650,27,/Home.aspx-23,200,OK,Thread Group 1-2,text,true,,535,9542,4,4,http://10.10.1.103/Home.aspx,26,0,0
1592130170617,87,/Home.aspx-6,200,OK,Thread Group 1-3,text,true,,41855,9833,4,4,http://10.10.1.103/Default.aspx,20,0,0
1592130170617,20,/Home.aspx-6-0,302,Found,Thread Group 1-3,text,true,,452,9375,4,4,http://10.10.1.103/Home.aspx,20,0,0
1592130170637,67,/Home.aspx-6-1,200,OK,Thread Group 1-3,text,true,,41403,458,4,4,http://10.10.1.103/Default.aspx,66,0,0
1592130170677,32,/Home.aspx-24,200,OK,Thread Group 1-2,text,true,,535,9542,4,4,http://10.10.1.103/Home.aspx,32,0,0
1592130170705,14,/IPD/ManagerOperation_DashBoard.aspx-7,500,Internal Server Error,Thread Group 1-3,text,false,,4952,404,4,4,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,14,0,0
1592130170672,69,/success.txt-3,200,OK,Thread Group 1-4,text,true,,408,296,5,5,http://detectportal.firefox.com/success.txt,69,0,34
1592130170720,23,/Home.aspx-8,200,OK,Thread Group 1-3,text,true,,535,9512,5,5,http://10.10.1.103/Home.aspx,22,0,0
1592130170743,16,/Home.aspx-9,200,OK,Thread Group 1-3,text,true,,535,9542,5,5,http://10.10.1.103/Home.aspx,16,0,0
1592130170741,33,/success.txt-5,200,OK,Thread Group 1-4,text,true,,408,301,5,5,http://detectportal.firefox.com/success.txt?ipv4,33,0,0
1592130170760,15,/Home.aspx-10,200,OK,Thread Group 1-3,text,true,,535,9542,5,5,http://10.10.1.103/Home.aspx,15,0,0
1592130170709,93,/Home.aspx-25,200,OK,Thread Group 1-2,text,true,,41855,9922,5,5,http://10.10.1.103/Default.aspx,20,0,0
1592130170709,20,/Home.aspx-25-0,302,Found,Thread Group 1-2,text,true,,452,9464,5,5,http://10.10.1.103/Home.aspx,20,0,0
1592130170729,73,/Home.aspx-25-1,200,OK,Thread Group 1-2,text,true,,41403,458,5,5,http://10.10.1.103/Default.aspx,73,0,0
1592130170735,90,/-1,200,OK,Thread Group 1-5,text,true,,41400,330,5,5,http://10.10.1.103/,89,0,1
1592130170776,55,/Home.aspx-11,200,OK,Thread Group 1-3,text,true,,535,9542,5,5,http://10.10.1.103/Home.aspx,55,0,0
1592130170803,38,/Report/Report_Selection_Page.aspx-26,500,Internal Server Error,Thread Group 1-2,text,false,,4974,402,5,5,http://10.10.1.103/Report/Report_Selection_Page.aspx,38,0,0
1592130170831,20,/Home.aspx-12,200,OK,Thread Group 1-3,text,true,,535,9542,5,5,http://10.10.1.103/Home.aspx,20,0,0
1592130170841,14,/css/datepicker.css-27,200,OK,Thread Group 1-2,text,true,,1283,325,5,5,http://10.10.1.103/css/datepicker.css,14,0,0
1592130170852,16,/Home.aspx-13,200,OK,Thread Group 1-3,text,true,,535,9542,5,5,http://10.10.1.103/Home.aspx,16,0,0
1592130170856,12,/js/bootstrap-datepicker.js-28,200,OK,Thread Group 1-2,text,true,,4304,318,5,5,http://10.10.1.103/js/bootstrap-datepicker.js,12,0,0
1592130170868,15,/Home.aspx-14,200,OK,Thread Group 1-3,text,true,,535,9542,5,5,http://10.10.1.103/Home.aspx,15,0,0
1592130170869,26,/Home.aspx-29,200,OK,Thread Group 1-2,text,true,,535,9588,5,5,http://10.10.1.103/Home.aspx,26,0,0
1592130170883,24,/Home.aspx-15,200,OK,Thread Group 1-3,text,true,,535,9542,5,5,http://10.10.1.103/Home.aspx,24,0,0
1592130170895,23,/Home.aspx-30,200,OK,Thread Group 1-2,text,true,,535,9588,5,5,http://10.10.1.103/Home.aspx,23,0,0
1592130170908,25,/Home.aspx-16,200,OK,Thread Group 1-3,text,true,,535,9542,5,5,http://10.10.1.103/Home.aspx,25,0,0
1592130170826,118,/-2,200,OK,Thread Group 1-5,text,true,,41470,81730,5,5,http://10.10.1.103/,118,0,0
1592130170919,33,/Home.aspx-31,200,OK,Thread Group 1-2,text,true,,535,9588,5,5,http://10.10.1.103/Home.aspx,33,0,0
1592130170933,31,/Home.aspx-17,200,OK,Thread Group 1-3,text,true,,535,9542,5,5,http://10.10.1.103/Home.aspx,31,0,0
1592130170952,23,/Home.aspx-32,200,OK,Thread Group 1-2,text,true,,535,9588,5,5,http://10.10.1.103/Home.aspx,23,0,0
1592130170975,42,/Home.aspx-33,200,OK,Thread Group 1-2,text,true,,535,9588,6,6,http://10.10.1.103/Home.aspx,42,0,0
1592130170945,72,/success.txt-3,200,OK,Thread Group 1-5,text,true,,408,296,6,6,http://detectportal.firefox.com/success.txt,72,0,28
1592130170964,54,/Home.aspx-18,200,OK,Thread Group 1-3,text,true,,535,9542,6,6,http://10.10.1.103/Home.aspx,54,0,0
1592130170775,244,/Home.aspx-4,200,OK,Thread Group 1-4,text,true,,41855,741,6,6,http://10.10.1.103/Default.aspx,46,0,0
1592130170775,46,/Home.aspx-4-0,302,Found,Thread Group 1-4,text,true,,452,369,6,6,http://10.10.1.103/Home.aspx,46,0,0
1592130170821,198,/Home.aspx-4-1,200,OK,Thread Group 1-4,text,true,,41403,372,6,6,http://10.10.1.103/Default.aspx,197,0,0
1592130171018,13,/Home.aspx-34,200,OK,Thread Group 1-2,text,true,,535,9588,6,6,http://10.10.1.103/Home.aspx,13,0,0
1592130171018,22,/Home.aspx-19,200,OK,Thread Group 1-3,text,true,,535,9542,6,6,http://10.10.1.103/Home.aspx,22,0,0
1592130171018,29,/success.txt-5,200,OK,Thread Group 1-5,text,true,,408,301,6,6,http://detectportal.firefox.com/success.txt?ipv4,29,0,0
1592130171031,31,/Home.aspx-35,200,OK,Thread Group 1-2,text,true,,535,9588,6,6,http://10.10.1.103/Home.aspx,31,0,0
1592130171040,41,/Home.aspx-20,200,OK,Thread Group 1-3,text,true,,535,9542,6,6,http://10.10.1.103/Home.aspx,41,0,0
1592130171062,33,/Home.aspx-36,200,OK,Thread Group 1-2,text,true,,535,9588,6,6,http://10.10.1.103/Home.aspx,32,0,0
1592130171082,21,/Home.aspx-21,200,OK,Thread Group 1-3,text,true,,535,9542,6,6,http://10.10.1.103/Home.aspx,20,0,0
1592130171095,19,/Home.aspx-37,200,OK,Thread Group 1-2,text,true,,535,9588,6,6,http://10.10.1.103/Home.aspx,19,0,0
1592130171103,20,/Home.aspx-22,200,OK,Thread Group 1-3,text,true,,535,9542,6,6,http://10.10.1.103/Home.aspx,20,0,0
1592130171115,16,/Home.aspx-38,200,OK,Thread Group 1-2,text,true,,535,9588,6,6,http://10.10.1.103/Home.aspx,16,0,0
1592130171123,18,/Home.aspx-23,200,OK,Thread Group 1-3,text,true,,535,9542,6,6,http://10.10.1.103/Home.aspx,18,0,0
1592130171132,19,/Home.aspx-39,200,OK,Thread Group 1-2,text,true,,535,9588,6,6,http://10.10.1.103/Home.aspx,19,0,0
1592130171142,18,/Home.aspx-24,200,OK,Thread Group 1-3,text,true,,535,9542,6,6,http://10.10.1.103/Home.aspx,18,0,0
1592130170980,201,/-1,200,OK,Thread Group 1-6,text,true,,41400,330,6,6,http://10.10.1.103/,200,0,0
1592130171019,202,/Home.aspx-6,200,OK,Thread Group 1-4,text,true,,41855,9833,7,7,http://10.10.1.103/Default.aspx,32,0,0
1592130171019,32,/Home.aspx-6-0,302,Found,Thread Group 1-4,text,true,,452,9375,7,7,http://10.10.1.103/Home.aspx,32,0,0
1592130171051,170,/Home.aspx-6-1,200,OK,Thread Group 1-4,text,true,,41403,458,7,7,http://10.10.1.103/Default.aspx,169,0,0
1592130171047,192,/Home.aspx-4,200,OK,Thread Group 1-5,text,true,,41855,741,7,7,http://10.10.1.103/Default.aspx,25,0,0
1592130171047,25,/Home.aspx-4-0,302,Found,Thread Group 1-5,text,true,,452,369,7,7,http://10.10.1.103/Home.aspx,25,0,0
1592130171072,167,/Home.aspx-4-1,200,OK,Thread Group 1-5,text,true,,41403,372,7,7,http://10.10.1.103/Default.aspx,165,0,0
1592130171221,28,/IPD/ManagerOperation_DashBoard.aspx-7,500,Internal Server Error,Thread Group 1-4,text,false,,4952,404,7,7,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,28,0,0
1592130171181,100,/-2,200,OK,Thread Group 1-6,text,true,,41470,81730,7,7,http://10.10.1.103/,99,0,0
1592130171250,38,/Home.aspx-8,200,OK,Thread Group 1-4,text,true,,535,9512,7,7,http://10.10.1.103/Home.aspx,38,0,0
1592130171289,15,/Home.aspx-9,200,OK,Thread Group 1-4,text,true,,535,9542,7,7,http://10.10.1.103/Home.aspx,15,0,0
1592130171161,164,/Home.aspx-25,200,OK,Thread Group 1-3,text,true,,41855,9922,7,7,http://10.10.1.103/Default.aspx,30,0,0
1592130171161,30,/Home.aspx-25-0,302,Found,Thread Group 1-3,text,true,,452,9464,7,7,http://10.10.1.103/Home.aspx,30,0,0
1592130171191,134,/Home.aspx-25-1,200,OK,Thread Group 1-3,text,true,,41403,458,7,7,http://10.10.1.103/Default.aspx,133,0,0
1592130171305,30,/Home.aspx-10,200,OK,Thread Group 1-4,text,true,,535,9542,7,7,http://10.10.1.103/Home.aspx,30,0,0
1592130171281,62,/success.txt-3,200,OK,Thread Group 1-6,text,true,,408,296,7,7,http://detectportal.firefox.com/success.txt,62,0,30
1592130171326,26,/Report/Report_Selection_Page.aspx-26,500,Internal Server Error,Thread Group 1-3,text,false,,4974,402,7,7,http://10.10.1.103/Report/Report_Selection_Page.aspx,26,0,0
1592130171352,12,/css/datepicker.css-27,200,OK,Thread Group 1-3,text,true,,1283,325,7,7,http://10.10.1.103/css/datepicker.css,12,0,0
1592130171336,28,/Home.aspx-11,200,OK,Thread Group 1-4,text,true,,535,9542,7,7,http://10.10.1.103/Home.aspx,28,0,0
1592130171365,0,/js/bootstrap-datepicker.js-28,200,OK,Thread Group 1-3,text,true,,4304,318,7,7,http://10.10.1.103/js/bootstrap-datepicker.js,0,0,0
1592130171344,30,/success.txt-5,200,OK,Thread Group 1-6,text,true,,408,301,7,7,http://detectportal.firefox.com/success.txt?ipv4,30,0,0
1592130171365,15,/Home.aspx-12,200,OK,Thread Group 1-4,text,true,,535,9542,7,7,http://10.10.1.103/Home.aspx,15,0,0
1592130171218,180,/-1,200,OK,Thread Group 1-7,text,true,,41400,330,7,7,http://10.10.1.103/,179,0,1
1592130171366,50,/Home.aspx-29,200,OK,Thread Group 1-3,text,true,,535,9588,7,7,http://10.10.1.103/Home.aspx,50,0,0
1592130171380,48,/Home.aspx-13,200,OK,Thread Group 1-4,text,true,,535,9542,7,7,http://10.10.1.103/Home.aspx,48,0,0
1592130171416,24,/Home.aspx-30,200,OK,Thread Group 1-3,text,true,,535,9588,7,7,http://10.10.1.103/Home.aspx,24,0,0
1592130171240,213,/Home.aspx-6,200,OK,Thread Group 1-5,text,true,,41855,9833,7,7,http://10.10.1.103/Default.aspx,22,0,0
1592130171240,23,/Home.aspx-6-0,302,Found,Thread Group 1-5,text,true,,452,9375,7,7,http://10.10.1.103/Home.aspx,22,0,0
1592130171263,190,/Home.aspx-6-1,200,OK,Thread Group 1-5,text,true,,41403,458,7,7,http://10.10.1.103/Default.aspx,189,0,0
1592130171429,27,/Home.aspx-14,200,OK,Thread Group 1-4,text,true,,535,9542,7,7,http://10.10.1.103/Home.aspx,27,0,0
1592130171441,27,/Home.aspx-31,200,OK,Thread Group 1-3,text,true,,535,9588,7,7,http://10.10.1.103/Home.aspx,27,0,0
1592130171453,28,/IPD/ManagerOperation_DashBoard.aspx-7,500,Internal Server Error,Thread Group 1-5,text,false,,4952,404,8,8,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,28,0,0
1592130171456,33,/Home.aspx-15,200,OK,Thread Group 1-4,text,true,,535,9542,8,8,http://10.10.1.103/Home.aspx,32,0,0
1592130171469,36,/Home.aspx-32,200,OK,Thread Group 1-3,text,true,,535,9588,8,8,http://10.10.1.103/Home.aspx,36,0,0
1592130171481,36,/Home.aspx-8,200,OK,Thread Group 1-5,text,true,,535,9512,8,8,http://10.10.1.103/Home.aspx,36,0,0
1592130171505,25,/Home.aspx-33,200,OK,Thread Group 1-3,text,true,,535,9588,8,8,http://10.10.1.103/Home.aspx,25,0,0
1592130171489,55,/Home.aspx-16,200,OK,Thread Group 1-4,text,true,,535,9542,8,8,http://10.10.1.103/Home.aspx,55,0,0
1592130171531,27,/Home.aspx-34,200,OK,Thread Group 1-3,text,true,,535,9588,8,8,http://10.10.1.103/Home.aspx,27,0,0
1592130171518,53,/Home.aspx-9,200,OK,Thread Group 1-5,text,true,,535,9542,8,8,http://10.10.1.103/Home.aspx,53,0,0
1592130171559,21,/Home.aspx-35,200,OK,Thread Group 1-3,text,true,,535,9588,8,8,http://10.10.1.103/Home.aspx,21,0,0
1592130171544,44,/Home.aspx-17,200,OK,Thread Group 1-4,text,true,,535,9542,8,8,http://10.10.1.103/Home.aspx,44,0,0
1592130171572,31,/Home.aspx-10,200,OK,Thread Group 1-5,text,true,,535,9542,8,8,http://10.10.1.103/Home.aspx,31,0,0
1592130171581,22,/Home.aspx-36,200,OK,Thread Group 1-3,text,true,,535,9588,8,8,http://10.10.1.103/Home.aspx,22,0,0
1592130171588,27,/Home.aspx-18,200,OK,Thread Group 1-4,text,true,,535,9542,8,8,http://10.10.1.103/Home.aspx,27,0,0
1592130171398,230,/-2,200,OK,Thread Group 1-7,text,true,,41470,81730,8,8,http://10.10.1.103/,229,0,0
1592130171615,35,/Home.aspx-19,200,OK,Thread Group 1-4,text,true,,535,9542,8,8,http://10.10.1.103/Home.aspx,35,0,0
1592130171607,43,/Home.aspx-11,200,OK,Thread Group 1-5,text,true,,535,9542,8,8,http://10.10.1.103/Home.aspx,43,0,0
1592130171607,43,/Home.aspx-37,200,OK,Thread Group 1-3,text,true,,535,9588,8,8,http://10.10.1.103/Home.aspx,43,0,0
1592130171651,17,/Home.aspx-20,200,OK,Thread Group 1-4,text,true,,535,9542,8,8,http://10.10.1.103/Home.aspx,17,0,0
1592130171651,31,/Home.aspx-12,200,OK,Thread Group 1-5,text,true,,535,9542,8,8,http://10.10.1.103/Home.aspx,31,0,0
1592130171651,31,/Home.aspx-38,200,OK,Thread Group 1-3,text,true,,535,9588,8,8,http://10.10.1.103/Home.aspx,31,0,0
1592130171630,66,/success.txt-3,200,OK,Thread Group 1-7,text,true,,408,296,8,8,http://detectportal.firefox.com/success.txt,66,0,32
1592130171375,326,/Home.aspx-4,200,OK,Thread Group 1-6,text,true,,41855,741,8,8,http://10.10.1.103/Default.aspx,41,0,0
1592130171375,41,/Home.aspx-4-0,302,Found,Thread Group 1-6,text,true,,452,369,8,8,http://10.10.1.103/Home.aspx,41,0,0
1592130171416,285,/Home.aspx-4-1,200,OK,Thread Group 1-6,text,true,,41403,372,8,8,http://10.10.1.103/Default.aspx,284,0,0
1592130171668,40,/Home.aspx-21,200,OK,Thread Group 1-4,text,true,,535,9542,8,8,http://10.10.1.103/Home.aspx,39,0,0
1592130171696,33,/success.txt-5,200,OK,Thread Group 1-7,text,true,,408,301,9,9,http://detectportal.firefox.com/success.txt?ipv4,33,0,0
1592130171683,50,/Home.aspx-39,200,OK,Thread Group 1-3,text,true,,535,9588,9,9,http://10.10.1.103/Home.aspx,50,0,0
1592130171683,65,/Home.aspx-13,200,OK,Thread Group 1-5,text,true,,535,9542,9,9,http://10.10.1.103/Home.aspx,65,0,0
1592130171708,64,/Home.aspx-22,200,OK,Thread Group 1-4,text,true,,535,9542,9,9,http://10.10.1.103/Home.aspx,63,0,0
1592130171748,31,/Home.aspx-14,200,OK,Thread Group 1-5,text,true,,535,9542,9,9,http://10.10.1.103/Home.aspx,31,0,0
1592130171772,22,/Home.aspx-23,200,OK,Thread Group 1-4,text,true,,535,9542,9,9,http://10.10.1.103/Home.aspx,22,0,0
1592130171482,332,/-1,200,OK,Thread Group 1-8,text,true,,41400,330,9,9,http://10.10.1.103/,331,0,1
1592130171779,44,/Home.aspx-15,200,OK,Thread Group 1-5,text,true,,535,9542,9,9,http://10.10.1.103/Home.aspx,43,0,0
1592130171795,42,/Home.aspx-24,200,OK,Thread Group 1-4,text,true,,535,9542,9,9,http://10.10.1.103/Home.aspx,42,0,0
