timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1592127783874,124,Test/Home.aspx-922-1,200,OK,Thread Group 1-3,text,true,,41403,372,9,9,http://10.10.1.103/Default.aspx,123,0,0
1592127783988,16,Test/Home.aspx-924,200,OK,Thread Group 1-2,text,true,,535,9456,10,10,http://10.10.1.103/Home.aspx,16,0,0
1592127783880,148,Test/-919,200,OK,Thread Group 1-7,text,true,,41400,330,10,10,http://10.10.1.103/,147,0,0
1592127783999,61,Test/success.txt-921,200,OK,Thread Group 1-3,text,true,,384,296,11,11,http://detectportal.firefox.com/success.txt,61,0,29
1592127783989,79,Test/-920,200,OK,Thread Group 1-6,text,true,,41470,81730,11,11,http://10.10.1.103/,78,0,0
1592127783915,153,Test/Home.aspx-922,200,OK,Thread Group 1-4,text,true,,41855,741,11,11,http://10.10.1.103/Default.aspx,27,0,0
1592127783915,27,Test/Home.aspx-922-0,302,Found,Thread Group 1-4,text,true,,452,369,11,11,http://10.10.1.103/Home.aspx,27,0,0
1592127783942,126,Test/Home.aspx-922-1,200,OK,Thread Group 1-4,text,true,,41403,372,11,11,http://10.10.1.103/Default.aspx,125,0,0
1592127783920,159,Test/-919,200,OK,Thread Group 1-8,text,true,,41400,330,11,11,http://10.10.1.103/,158,0,0
1592127783960,132,Test/-919,200,OK,Thread Group 1-9,text,true,,41400,330,12,12,http://10.10.1.103/,131,0,1
1592127784060,34,Test/success.txt-923,200,OK,Thread Group 1-3,text,true,,384,301,12,12,http://detectportal.firefox.com/success.txt?ipv4,34,0,0
1592127783930,174,Test/Home.aspx-925,200,OK,Thread Group 1-1,text,true,,41855,9963,12,12,http://10.10.1.103/Default.aspx,32,0,0
1592127783930,32,Test/Home.aspx-925-0,302,Found,Thread Group 1-1,text,true,,452,9505,12,12,http://10.10.1.103/Home.aspx,32,0,0
1592127783962,142,Test/Home.aspx-925-1,200,OK,Thread Group 1-1,text,true,,41403,458,12,12,http://10.10.1.103/Default.aspx,141,0,0
1592127784094,26,Test/Home.aspx-924,200,OK,Thread Group 1-3,text,true,,535,9456,13,13,http://10.10.1.103/Home.aspx,25,0,0
1592127784105,25,Test/IPD/ManagerOperation_DashBoard.aspx-926,500,Internal Server Error,Thread Group 1-1,text,false,,4952,404,13,13,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,25,0,0
1592127784069,73,Test/success.txt-921,200,OK,Thread Group 1-4,text,true,,384,296,13,13,http://detectportal.firefox.com/success.txt,73,0,37
1592127783955,194,Test/Home.aspx-922,200,OK,Thread Group 1-5,text,true,,41855,741,13,13,http://10.10.1.103/Default.aspx,18,0,0
1592127783955,18,Test/Home.aspx-922-0,302,Found,Thread Group 1-5,text,true,,452,369,13,13,http://10.10.1.103/Home.aspx,18,0,0
1592127783974,175,Test/Home.aspx-922-1,200,OK,Thread Group 1-5,text,true,,41403,372,13,13,http://10.10.1.103/Default.aspx,174,0,0
1592127784143,36,Test/success.txt-923,200,OK,Thread Group 1-4,text,true,,384,301,14,14,http://detectportal.firefox.com/success.txt?ipv4,36,0,0
1592127784004,175,Test/-919,200,OK,Thread Group 1-10,text,true,,41400,330,14,14,http://10.10.1.103/,174,0,0
1592127784028,168,Test/-920,200,OK,Thread Group 1-7,text,true,,41470,81730,14,14,http://10.10.1.103/,168,0,0
1592127784150,61,Test/success.txt-921,200,OK,Thread Group 1-5,text,true,,384,296,15,15,http://detectportal.firefox.com/success.txt,61,0,30
1592127784048,168,Test/-919,200,OK,Thread Group 1-11,text,true,,41400,330,15,15,http://10.10.1.103/,166,0,0
1592127784005,223,Test/Home.aspx-925,200,OK,Thread Group 1-2,text,true,,41855,9963,15,15,http://10.10.1.103/Default.aspx,41,0,0
1592127784005,41,Test/Home.aspx-925-0,302,Found,Thread Group 1-2,text,true,,452,9505,15,15,http://10.10.1.103/Home.aspx,41,0,0
1592127784046,182,Test/Home.aspx-925-1,200,OK,Thread Group 1-2,text,true,,41403,458,15,15,http://10.10.1.103/Default.aspx,182,0,0
1592127784130,106,Test/Home.aspx-927,200,OK,Thread Group 1-1,text,true,,535,9542,15,15,http://10.10.1.103/Home.aspx,106,0,0
1592127784212,30,Test/success.txt-923,200,OK,Thread Group 1-5,text,true,,384,301,16,16,http://detectportal.firefox.com/success.txt?ipv4,30,0,0
1592127784179,71,Test/Home.aspx-924,200,OK,Thread Group 1-4,text,true,,535,9456,16,16,http://10.10.1.103/Home.aspx,71,0,0
1592127784083,171,Test/-919,200,OK,Thread Group 1-12,text,true,,41400,330,16,16,http://10.10.1.103/,170,0,1
1592127784068,198,Test/Home.aspx-922,200,OK,Thread Group 1-6,text,true,,41855,741,16,16,http://10.10.1.103/Default.aspx,40,0,0
1592127784068,40,Test/Home.aspx-922-0,302,Found,Thread Group 1-6,text,true,,452,369,16,16,http://10.10.1.103/Home.aspx,40,0,0
1592127784108,158,Test/Home.aspx-922-1,200,OK,Thread Group 1-6,text,true,,41403,372,16,16,http://10.10.1.103/Default.aspx,157,0,0
1592127784119,164,Test/-919,200,OK,Thread Group 1-13,text,true,,41400,330,16,16,http://10.10.1.103/,163,0,1
1592127784229,60,Test/IPD/ManagerOperation_DashBoard.aspx-926,500,Internal Server Error,Thread Group 1-2,text,false,,4952,404,17,17,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,60,0,0
1592127784243,57,Test/Home.aspx-924,200,OK,Thread Group 1-5,text,true,,535,9456,17,17,http://10.10.1.103/Home.aspx,57,0,0
1592127784079,243,Test/-920,200,OK,Thread Group 1-8,text,true,,41470,81730,18,18,http://10.10.1.103/,242,0,0
1592127784092,247,Test/-920,200,OK,Thread Group 1-9,text,true,,41470,81730,18,18,http://10.10.1.103/,246,0,0
1592127784267,73,Test/success.txt-921,200,OK,Thread Group 1-6,text,true,,384,296,18,18,http://detectportal.firefox.com/success.txt,73,0,35
1592127784161,207,Test/-919,200,OK,Thread Group 1-14,text,true,,41400,330,19,19,http://10.10.1.103/,206,0,1
1592127784120,249,Test/Home.aspx-925,200,OK,Thread Group 1-3,text,true,,41855,9963,19,19,http://10.10.1.103/Default.aspx,45,0,0
1592127784120,46,Test/Home.aspx-925-0,302,Found,Thread Group 1-3,text,true,,452,9505,19,19,http://10.10.1.103/Home.aspx,45,0,0
1592127784166,203,Test/Home.aspx-925-1,200,OK,Thread Group 1-3,text,true,,41403,458,19,19,http://10.10.1.103/Default.aspx,202,0,0
1592127784340,39,Test/success.txt-923,200,OK,Thread Group 1-6,text,true,,384,301,19,19,http://detectportal.firefox.com/success.txt?ipv4,39,0,0
1592127784203,183,Test/-919,200,OK,Thread Group 1-15,text,true,,41400,330,19,19,http://10.10.1.103/,182,0,1
1592127784289,104,Test/Home.aspx-927,200,OK,Thread Group 1-2,text,true,,535,9542,19,19,http://10.10.1.103/Home.aspx,104,0,0
1592127784179,251,Test/-920,200,OK,Thread Group 1-10,text,true,,41470,81730,20,20,http://10.10.1.103/,250,0,0
1592127784243,187,Test/-919,200,OK,Thread Group 1-16,text,true,,41400,330,20,20,http://10.10.1.103/,186,0,0
1592127784287,156,Test/-919,200,OK,Thread Group 1-17,text,true,,41400,330,21,21,http://10.10.1.103/,155,0,1
1592127784197,266,Test/Home.aspx-922,200,OK,Thread Group 1-7,text,true,,41855,741,21,21,http://10.10.1.103/Default.aspx,73,0,0
1592127784197,73,Test/Home.aspx-922-0,302,Found,Thread Group 1-7,text,true,,452,369,21,21,http://10.10.1.103/Home.aspx,73,0,0
1592127784270,193,Test/Home.aspx-922-1,200,OK,Thread Group 1-7,text,true,,41403,372,21,21,http://10.10.1.103/Default.aspx,192,0,0
1592127784370,99,Test/IPD/ManagerOperation_DashBoard.aspx-926,500,Internal Server Error,Thread Group 1-3,text,false,,4952,404,21,21,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,99,0,0
1592127784379,98,Test/Home.aspx-924,200,OK,Thread Group 1-6,text,true,,535,9456,21,21,http://10.10.1.103/Home.aspx,98,0,0
1592127784216,287,Test/-920,200,OK,Thread Group 1-11,text,true,,41470,81730,22,22,http://10.10.1.103/,285,0,0
1592127784250,272,Test/Home.aspx-925,200,OK,Thread Group 1-4,text,true,,41855,9963,22,22,http://10.10.1.103/Default.aspx,57,0,0
1592127784250,57,Test/Home.aspx-925-0,302,Found,Thread Group 1-4,text,true,,452,9505,22,22,http://10.10.1.103/Home.aspx,57,0,0
1592127784307,215,Test/Home.aspx-925-1,200,OK,Thread Group 1-4,text,true,,41403,458,22,22,http://10.10.1.103/Default.aspx,214,0,0
1592127784465,67,Test/success.txt-921,200,OK,Thread Group 1-7,text,true,,384,296,23,23,http://detectportal.firefox.com/success.txt,66,0,31
1592127784254,287,Test/-920,200,OK,Thread Group 1-12,text,true,,41470,81730,23,23,http://10.10.1.103/,286,0,0
1592127784319,240,Test/-919,200,OK,Thread Group 1-18,text,true,,41400,330,23,23,http://10.10.1.103/,239,0,0
1592127784532,33,Test/success.txt-923,200,OK,Thread Group 1-7,text,true,,384,301,23,23,http://detectportal.firefox.com/success.txt?ipv4,33,0,0
1592127784360,229,Test/-919,200,OK,Thread Group 1-19,text,true,,41400,330,24,24,http://10.10.1.103/,228,0,0
1592127784399,201,Test/-919,200,OK,Thread Group 1-20,text,true,,41400,330,24,24,http://10.10.1.103/,200,0,0
1592127784283,333,Test/-920,200,OK,Thread Group 1-13,text,true,,41470,81730,25,25,http://10.10.1.103/,332,0,0
1592127784470,157,Test/Home.aspx-927,200,OK,Thread Group 1-3,text,true,,535,9542,25,25,http://10.10.1.103/Home.aspx,157,0,0
1592127784523,147,Test/IPD/ManagerOperation_DashBoard.aspx-926,500,Internal Server Error,Thread Group 1-4,text,false,,4952,404,25,25,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,147,0,0
1592127784236,500,Test/IPD/ManagerOperation_DashBoard.aspx-928,200,OK,Thread Group 1-1,text,true,,99013,6220,25,25,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,439,0,0
1592127784565,173,Test/Home.aspx-924,200,OK,Thread Group 1-7,text,true,,535,9456,25,25,http://10.10.1.103/Home.aspx,173,0,0
1592127784300,438,Test/Home.aspx-925,200,OK,Thread Group 1-5,text,true,,41855,9963,25,25,http://10.10.1.103/Default.aspx,101,0,0
1592127784300,101,Test/Home.aspx-925-0,302,Found,Thread Group 1-5,text,true,,452,9505,25,25,http://10.10.1.103/Home.aspx,101,0,0
1592127784402,336,Test/Home.aspx-925-1,200,OK,Thread Group 1-5,text,true,,41403,458,25,25,http://10.10.1.103/Default.aspx,335,0,0
1592127784340,404,Test/Home.aspx-922,200,OK,Thread Group 1-9,text,true,,41855,741,25,25,http://10.10.1.103/Default.aspx,108,0,0
1592127784340,109,Test/Home.aspx-922-0,302,Found,Thread Group 1-9,text,true,,452,369,25,25,http://10.10.1.103/Home.aspx,108,0,0
1592127784450,294,Test/Home.aspx-922-1,200,OK,Thread Group 1-9,text,true,,41403,372,25,25,http://10.10.1.103/Default.aspx,293,0,0
1592127784440,318,Test/-919,200,OK,Thread Group 1-21,text,true,,41400,330,25,25,http://10.10.1.103/,318,0,0
1592127784322,450,Test/Home.aspx-922,200,OK,Thread Group 1-8,text,true,,41855,741,25,25,http://10.10.1.103/Default.aspx,137,0,0
1592127784322,137,Test/Home.aspx-922-0,302,Found,Thread Group 1-8,text,true,,452,369,25,25,http://10.10.1.103/Home.aspx,137,0,0
1592127784460,312,Test/Home.aspx-922-1,200,OK,Thread Group 1-8,text,true,,41403,372,25,25,http://10.10.1.103/Default.aspx,311,0,0
1592127784485,308,Test/-919,200,OK,Thread Group 1-22,text,true,,41400,330,25,25,http://10.10.1.103/,307,0,1
1592127784745,61,Test/success.txt-921,200,OK,Thread Group 1-9,text,true,,384,296,25,25,http://detectportal.firefox.com/success.txt,61,0,30
1592127784773,61,Test/success.txt-921,200,OK,Thread Group 1-8,text,true,,384,296,25,25,http://detectportal.firefox.com/success.txt,61,0,29
1592127784368,468,Test/-920,200,OK,Thread Group 1-14,text,true,,41470,81730,25,25,http://10.10.1.103/,467,0,0
1592127784806,31,Test/success.txt-923,200,OK,Thread Group 1-9,text,true,,384,301,25,25,http://detectportal.firefox.com/success.txt?ipv4,31,0,0
1592127784531,323,Test/-919,200,OK,Thread Group 1-23,text,true,,41400,330,25,25,http://10.10.1.103/,322,0,1
1592127784834,31,Test/success.txt-923,200,OK,Thread Group 1-8,text,true,,384,301,25,25,http://detectportal.firefox.com/success.txt?ipv4,31,0,0
1592127784431,438,Test/Home.aspx-922,200,OK,Thread Group 1-10,text,true,,41855,741,25,25,http://10.10.1.103/Default.aspx,140,0,0
1592127784431,140,Test/Home.aspx-922-0,302,Found,Thread Group 1-10,text,true,,452,369,25,25,http://10.10.1.103/Home.aspx,140,0,0
1592127784571,298,Test/Home.aspx-922-1,200,OK,Thread Group 1-10,text,true,,41403,372,25,25,http://10.10.1.103/Default.aspx,297,0,0
1592127784387,497,Test/-920,200,OK,Thread Group 1-15,text,true,,41470,81730,25,25,http://10.10.1.103/,497,0,0
1592127784569,328,Test/-919,200,OK,Thread Group 1-24,text,true,,41400,330,25,25,http://10.10.1.103/,327,0,1
1592127784671,235,Test/Home.aspx-927,200,OK,Thread Group 1-4,text,true,,535,9542,25,25,http://10.10.1.103/Home.aspx,234,0,0
1592127784737,183,Test/Home.aspx-929,200,OK,Thread Group 1-1,text,true,,535,9542,25,25,http://10.10.1.103/Home.aspx,183,0,0
1592127784870,61,Test/success.txt-921,200,OK,Thread Group 1-10,text,true,,384,296,25,25,http://detectportal.firefox.com/success.txt,61,0,30
1592127784604,338,Test/-919,200,OK,Thread Group 1-25,text,true,,41400,330,25,25,http://10.10.1.103/,337,0,0
1592127784394,552,Test/IPD/ManagerOperation_DashBoard.aspx-928,200,OK,Thread Group 1-2,text,true,,99013,6220,25,25,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,550,0,0
1592127784739,227,Test/IPD/ManagerOperation_DashBoard.aspx-926,500,Internal Server Error,Thread Group 1-5,text,false,,4952,404,25,25,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,227,0,0
1592127784937,31,Test/success.txt-923,200,OK,Thread Group 1-10,text,true,,384,301,25,25,http://detectportal.firefox.com/success.txt?ipv4,31,0,0
1592127784431,559,Test/-920,200,OK,Thread Group 1-16,text,true,,41470,81730,25,25,http://10.10.1.103/,559,0,0
1592127784837,161,Test/Home.aspx-924,200,OK,Thread Group 1-9,text,true,,535,9456,25,25,http://10.10.1.103/Home.aspx,161,0,0
1592127784504,507,Test/Home.aspx-922,200,OK,Thread Group 1-11,text,true,,41855,741,25,25,http://10.10.1.103/Default.aspx,144,0,0
1592127784504,144,Test/Home.aspx-922-0,302,Found,Thread Group 1-11,text,true,,452,369,25,25,http://10.10.1.103/Home.aspx,144,0,0
1592127784648,363,Test/Home.aspx-922-1,200,OK,Thread Group 1-11,text,true,,41403,372,25,25,http://10.10.1.103/Default.aspx,362,0,0
1592127784865,160,Test/Home.aspx-924,200,OK,Thread Group 1-8,text,true,,535,9456,25,25,http://10.10.1.103/Home.aspx,160,0,0
1592127784444,593,Test/-920,200,OK,Thread Group 1-17,text,true,,41470,81730,25,25,http://10.10.1.103/,592,0,0
1592127784920,123,Test/Home.aspx-930,200,OK,Thread Group 1-1,text,true,,535,9542,25,25,http://10.10.1.103/Home.aspx,123,0,0
1592127784948,104,Test/Home.aspx-929,200,OK,Thread Group 1-2,text,true,,535,9542,25,25,http://10.10.1.103/Home.aspx,104,0,0
1592127784478,587,Test/Home.aspx-925,200,OK,Thread Group 1-6,text,true,,41855,9963,25,25,http://10.10.1.103/Default.aspx,157,0,0
1592127784478,157,Test/Home.aspx-925-0,302,Found,Thread Group 1-6,text,true,,452,9505,25,25,http://10.10.1.103/Home.aspx,157,0,0
1592127784636,429,Test/Home.aspx-925-1,200,OK,Thread Group 1-6,text,true,,41403,458,25,25,http://10.10.1.103/Default.aspx,428,0,0
1592127785012,63,Test/success.txt-921,200,OK,Thread Group 1-11,text,true,,384,296,25,25,http://detectportal.firefox.com/success.txt,63,0,31
1592127784542,541,Test/Home.aspx-922,200,OK,Thread Group 1-12,text,true,,41855,741,25,25,http://10.10.1.103/Default.aspx,196,0,0
1592127784542,196,Test/Home.aspx-922-0,302,Found,Thread Group 1-12,text,true,,452,369,25,25,http://10.10.1.103/Home.aspx,196,0,0
1592127784738,345,Test/Home.aspx-922-1,200,OK,Thread Group 1-12,text,true,,41403,372,25,25,http://10.10.1.103/Default.aspx,344,0,0
1592127784966,134,Test/Home.aspx-927,200,OK,Thread Group 1-5,text,true,,535,9542,25,25,http://10.10.1.103/Home.aspx,134,0,0
1592127785075,32,Test/success.txt-923,200,OK,Thread Group 1-11,text,true,,384,301,25,25,http://detectportal.firefox.com/success.txt?ipv4,32,0,0
1592127784560,559,Test/-920,200,OK,Thread Group 1-18,text,true,,41470,81730,25,25,http://10.10.1.103/,559,0,0
1592127784617,515,Test/Home.aspx-922,200,OK,Thread Group 1-13,text,true,,41855,741,25,25,http://10.10.1.103/Default.aspx,193,0,0
1592127784617,193,Test/Home.aspx-922-0,302,Found,Thread Group 1-13,text,true,,452,369,25,25,http://10.10.1.103/Home.aspx,193,0,0
1592127784810,322,Test/Home.aspx-922-1,200,OK,Thread Group 1-13,text,true,,41403,372,25,25,http://10.10.1.103/Default.aspx,321,0,0
1592127784969,171,Test/Home.aspx-924,200,OK,Thread Group 1-10,text,true,,535,9456,25,25,http://10.10.1.103/Home.aspx,171,0,0
1592127785084,61,Test/success.txt-921,200,OK,Thread Group 1-12,text,true,,384,296,25,25,http://detectportal.firefox.com/success.txt,61,0,29
1592127785145,31,Test/success.txt-923,200,OK,Thread Group 1-12,text,true,,384,301,25,25,http://detectportal.firefox.com/success.txt?ipv4,31,0,0
1592127785133,62,Test/success.txt-921,200,OK,Thread Group 1-13,text,true,,384,296,25,25,http://detectportal.firefox.com/success.txt,62,0,29
1592127784590,618,Test/-920,200,OK,Thread Group 1-19,text,true,,41470,81730,25,25,http://10.10.1.103/,617,0,0
1592127785044,172,Test/Home.aspx-931,200,OK,Thread Group 1-1,text,true,,535,9542,25,25,http://10.10.1.103/Home.aspx,171,0,0
1592127785195,31,Test/success.txt-923,200,OK,Thread Group 1-13,text,true,,384,301,25,25,http://detectportal.firefox.com/success.txt?ipv4,31,0,0
1592127785052,175,Test/Home.aspx-930,200,OK,Thread Group 1-2,text,true,,535,9542,25,25,http://10.10.1.103/Home.aspx,175,0,0
1592127785065,182,Test/IPD/ManagerOperation_DashBoard.aspx-926,500,Internal Server Error,Thread Group 1-6,text,false,,4952,404,25,25,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,182,0,0
1592127784738,512,Test/Home.aspx-925,200,OK,Thread Group 1-7,text,true,,41855,9963,25,25,http://10.10.1.103/Default.aspx,219,0,0
1592127784738,219,Test/Home.aspx-925-0,302,Found,Thread Group 1-7,text,true,,452,9505,25,25,http://10.10.1.103/Home.aspx,219,0,0
1592127784957,293,Test/Home.aspx-925-1,200,OK,Thread Group 1-7,text,true,,41403,458,25,25,http://10.10.1.103/Default.aspx,292,0,0
1592127784601,662,Test/-920,200,OK,Thread Group 1-20,text,true,,41470,81730,25,25,http://10.10.1.103/,661,0,0
1592127785107,172,Test/Home.aspx-924,200,OK,Thread Group 1-11,text,true,,535,9456,25,25,http://10.10.1.103/Home.aspx,172,0,0
1592127784837,513,Test/Home.aspx-922,200,OK,Thread Group 1-14,text,true,,41855,741,25,25,http://10.10.1.103/Default.aspx,139,0,0
1592127784837,139,Test/Home.aspx-922-0,302,Found,Thread Group 1-14,text,true,,452,369,25,25,http://10.10.1.103/Home.aspx,139,0,0
1592127784976,374,Test/Home.aspx-922-1,200,OK,Thread Group 1-14,text,true,,41403,372,25,25,http://10.10.1.103/Default.aspx,373,0,0
1592127784627,723,Test/IPD/ManagerOperation_DashBoard.aspx-928,200,OK,Thread Group 1-3,text,true,,99013,6220,25,25,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,690,0,0
1592127784759,613,Test/-920,200,OK,Thread Group 1-21,text,true,,41470,81730,25,25,http://10.10.1.103/,612,0,0
1592127784886,499,Test/Home.aspx-922,200,OK,Thread Group 1-15,text,true,,41855,741,25,25,http://10.10.1.103/Default.aspx,133,0,0
1592127784886,133,Test/Home.aspx-922-0,302,Found,Thread Group 1-15,text,true,,452,369,25,25,http://10.10.1.103/Home.aspx,133,0,0
1592127785019,366,Test/Home.aspx-922-1,200,OK,Thread Group 1-15,text,true,,41403,372,25,25,http://10.10.1.103/Default.aspx,366,0,0
1592127784793,603,Test/-920,200,OK,Thread Group 1-22,text,true,,41470,81730,25,25,http://10.10.1.103/,603,0,0
1592127785176,233,Test/Home.aspx-924,200,OK,Thread Group 1-12,text,true,,535,9456,25,25,http://10.10.1.103/Home.aspx,233,0,0
1592127785351,61,Test/success.txt-921,200,OK,Thread Group 1-14,text,true,,384,296,25,25,http://detectportal.firefox.com/success.txt,61,0,30
1592127784854,570,Test/-920,200,OK,Thread Group 1-23,text,true,,41470,81730,25,25,http://10.10.1.103/,569,0,0
1592127785412,33,Test/success.txt-923,200,OK,Thread Group 1-14,text,true,,384,301,25,25,http://detectportal.firefox.com/success.txt?ipv4,33,0,0
1592127784991,461,Test/Home.aspx-922,200,OK,Thread Group 1-16,text,true,,41855,741,25,25,http://10.10.1.103/Default.aspx,161,0,0
1592127784991,161,Test/Home.aspx-922-0,302,Found,Thread Group 1-16,text,true,,452,369,25,25,http://10.10.1.103/Home.aspx,161,0,0
1592127785152,300,Test/Home.aspx-922-1,200,OK,Thread Group 1-16,text,true,,41403,372,25,25,http://10.10.1.103/Default.aspx,300,0,0
1592127785386,71,Test/success.txt-921,200,OK,Thread Group 1-15,text,true,,384,296,25,25,http://detectportal.firefox.com/success.txt,71,0,35
1592127784906,566,Test/IPD/ManagerOperation_DashBoard.aspx-928,200,OK,Thread Group 1-4,text,true,,99013,6220,25,25,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,563,0,0
1592127785458,35,Test/success.txt-923,200,OK,Thread Group 1-15,text,true,,384,301,25,25,http://detectportal.firefox.com/success.txt?ipv4,35,0,0
1592127785226,279,Test/Home.aspx-924,200,OK,Thread Group 1-13,text,true,,535,9456,25,25,http://10.10.1.103/Home.aspx,279,0,0
1592127785216,298,Test/Home.aspx-932,200,OK,Thread Group 1-1,text,true,,535,9542,25,25,http://10.10.1.103/Home.aspx,298,0,0
1592127784942,576,Test/-920,200,OK,Thread Group 1-25,text,true,,41470,81730,25,25,http://10.10.1.103/,575,0,0
1592127785453,68,Test/success.txt-921,200,OK,Thread Group 1-16,text,true,,384,296,25,25,http://detectportal.firefox.com/success.txt,68,0,33
1592127784897,636,Test/-920,200,OK,Thread Group 1-24,text,true,,41470,81730,25,25,http://10.10.1.103/,636,0,0
1592127785228,314,Test/Home.aspx-931,200,OK,Thread Group 1-2,text,true,,535,9542,25,25,http://10.10.1.103/Home.aspx,314,0,0
1592127785250,301,Test/IPD/ManagerOperation_DashBoard.aspx-926,500,Internal Server Error,Thread Group 1-7,text,false,,4952,404,25,25,http://10.10.1.103/IPD/ManagerOperation_DashBoard.aspx,301,0,0
1592127785521,35,Test/success.txt-923,200,OK,Thread Group 1-16,text,true,,384,301,25,25,http://detectportal.firefox.com/success.txt?ipv4,35,0,0
1592127785247,320,Test/Home.aspx-927,200,OK,Thread Group 1-6,text,true,,535,9542,25,25,http://10.10.1.103/Home.aspx,320,0,0
1592127785025,563,Test/Home.aspx-925,200,OK,Thread Group 1-8,text,true,,41855,9963,25,25,http://10.10.1.103/Default.aspx,151,0,0
1592127785025,151,Test/Home.aspx-925-0,302,Found,Thread Group 1-8,text,true,,452,9505,25,25,http://10.10.1.103/Home.aspx,151,0,0
1592127785176,412,Test/Home.aspx-925-1,200,OK,Thread Group 1-8,text,true,,41403,458,25,25,http://10.10.1.103/Default.aspx,405,0,0
1592127784999,629,Test/Home.aspx-925,200,OK,Thread Group 1-9,text,true,,41855,9963,25,25,http://10.10.1.103/Default.aspx,165,0,0
1592127784999,165,Test/Home.aspx-925-0,302,Found,Thread Group 1-9,text,true,,452,9505,25,25,http://10.10.1.103/Home.aspx,165,0,0
